10,2017-11-28 15:22:39,4,Laptop,HP,Envy,773,13,IPS,Windows 7,Intel i3-2200K,RX 470,16GB,1024GB,true,true,true,true,false,true,School,7,The HP Envy is a replacement for your desktop with which you perform heavy graphic tasks with. With the RX 470 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-2200K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
4,2017-12-11 15:21:53,2,Laptop,HP,ProBook,864,15,TN,Windows 10,AMD A3-300,R9 380X,8GB,512GB,false,false,false,false,false,true,Work,0,The HP ProBook is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 380X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A3-300 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 512GB SSD drive.
8,2017-08-30 10:15:56,3,Laptop,HP,Omen,824,17,IPS,Windows 8,AMD A8-1600X,R9 380X,8GB,256GB,true,true,false,true,false,true,Gaming,2,The HP Omen is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 380X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A8-1600X processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 256GB SSD drive.
6,2017-04-20 20:14:22,2,Laptop,HP,ProBook,686,15,TN,Windows 8,Intel i7-8700K,RX 470,8GB,256GB,false,false,false,true,false,false,School,0,The HP ProBook is a replacement for your desktop with which you perform heavy graphic tasks with. With the RX 470 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i7-8700K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 256GB SSD drive.
1,2017-07-30 05:09:30,1,Laptop,HP,Pavillion,869,15,TN,Windows 10,AMD A3-300,R9 270X,16GB,512GB,false,true,true,false,false,false,Gaming,0,The HP Pavillion is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 270X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A3-300 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 512GB SSD drive.
9,2017-02-20 23:41:02,4,Laptop,HP,Envy,593,13,IPS,Windows 8,Intel i5-8600K,GTX 660 TI,16GB,1024GB,true,true,true,true,true,true,Work,3,The HP Envy is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 660 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i5-8600K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
3,2017-03-10 11:28:56,1,Laptop,HP,Pavillion,870,15,TN,Windows 7,Intel i3-2200K,GTX 590,16GB,256GB,true,true,true,true,false,true,School,1,The HP Pavillion is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 590 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-2200K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 256GB SSD drive.
7,2017-09-13 18:31:54,3,Laptop,HP,Omen,822,17,IPS,Windows 7,Intel i3-2200K,R9 270X,8GB,1024GB,false,false,false,false,false,false,Work,1,The HP Omen is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 270X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-2200K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
5,2017-08-24 19:17:43,2,Laptop,HP,ProBook,542,15,TN,Windows 7,Intel i7-8700K,R9 380X,16GB,2048GB,false,true,false,true,false,true,Gaming,0,The HP ProBook is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 380X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i7-8700K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 2048GB SSD drive.
2,2017-04-08 10:06:17,1,Laptop,HP,Pavillion,607,15,TN,Windows 10,Intel i7-8700K,GTX 590,16GB,2048GB,false,true,true,false,false,true,Work,4,The HP Pavillion is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 590 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i7-8700K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 2048GB SSD drive.
11,2017-04-29 10:13:18,5,Laptop,Acer,Aspire,604,17,IPS,Windows 8,AMD A4-900,R9 270X,16GB,2048GB,false,true,false,true,true,false,Gaming,2,The Acer Aspire is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 270X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A4-900 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 2048GB SSD drive.
13,2017-05-15 09:50:01,6,Laptop,Acer,Predator,565,17,IPS,Windows 10,Intel i3-4600K,GTX 660 TI,8GB,256GB,false,false,false,false,false,true,Gaming,3,The Acer Predator is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 660 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-4600K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 256GB SSD drive.
12,2017-04-12 11:49:00,5,Laptop,Acer,Aspire,805,17,IPS,Windows 7,AMD A8-1600X,GTX 590,16GB,256GB,false,true,true,true,false,false,Gaming,0,The Acer Aspire is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 590 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A8-1600X processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 256GB SSD drive.
14,2017-09-24 22:32:32,6,Laptop,Acer,Predator,859,17,IPS,Windows 7,AMD A3-300,GTX 1050 TI,8GB,512GB,false,false,false,true,true,true,Gaming,5,The Acer Predator is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 1050 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A3-300 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 512GB SSD drive.
15,2017-03-18 10:37:59,7,Laptop,Lenovo,Ideapad,633,13,IPS,Windows 8,AMD A3-300,GTX 660 TI,16GB,2048GB,true,true,false,true,true,false,Gaming,4,The Lenovo Ideapad is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 660 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A3-300 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 2048GB SSD drive.
17,2017-03-04 08:48:19,8,Laptop,Lenovo,Legion,528,15,IPS,Windows 7,AMD A4-900,R9 380X,16GB,2048GB,true,true,true,false,true,false,Work,0,The Lenovo Legion is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 380X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A4-900 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 2048GB SSD drive.
19,2017-04-25 14:00:15,9,Laptop,Lenovo,Thinkpad,516,14,TN,Windows 7,Intel i7-8700K,GTX 1050 TI,8GB,1024GB,true,false,false,true,false,true,School,3,The Lenovo Thinkpad is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 1050 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i7-8700K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
18,2017-10-31 11:37:16,8,Laptop,Lenovo,Legion,621,15,IPS,Windows 8,Intel i3-2200K,GTX 660 TI,16GB,1024GB,true,true,false,true,false,false,Gaming,1,The Lenovo Legion is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 660 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-2200K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
20,2017-08-08 11:25:31,9,Laptop,Lenovo,Thinkpad,446,14,TN,Windows 7,Intel i3-2200K,GTX 590,16GB,1024GB,true,false,true,true,true,false,School,3,The Lenovo Thinkpad is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 590 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-2200K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
16,2017-08-13 18:23:58,7,Laptop,Lenovo,Ideapad,649,13,IPS,Windows 7,AMD A8-1600X,GTX 770,16GB,1024GB,true,false,true,true,false,true,Gaming,4,The Lenovo Ideapad is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 770 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A8-1600X processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
21,2017-09-21 17:39:02,10,Laptop,Dell,XPS,841,15,IPS,Windows 7,Intel i3-4600K,R9 380X,16GB,256GB,true,true,false,true,false,true,School,2,The Dell XPS is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 380X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-4600K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 256GB SSD drive.
23,2017-01-01 05:44:04,11,Laptop,Dell,Vostro,465,14,TN,Windows 10,Intel i3-4600K,GTX 590,16GB,256GB,false,false,false,false,true,true,School,4,The Dell Vostro is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 590 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-4600K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 256GB SSD drive.
25,2017-11-01 12:21:55,12,Laptop,Dell,Latitude,790,12,IPS,Windows 7,Intel i7-8700K,R9 270X,8GB,1024GB,false,false,false,false,false,true,Gaming,3,The Dell Latitude is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 270X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i7-8700K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
22,2017-12-17 01:44:24,10,Laptop,Dell,XPS,563,15,IPS,Windows 8,Intel i3-4600K,GTX 1050 TI,8GB,2048GB,false,true,true,false,false,false,Work,4,The Dell XPS is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 1050 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-4600K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 2048GB SSD drive.
26,2017-09-09 07:46:57,12,Laptop,Dell,Latitude,922,12,IPS,Windows 7,Intel i3-4600K,GTX 660 TI,8GB,2048GB,true,true,false,false,false,false,Gaming,5,The Dell Latitude is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 660 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-4600K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 2048GB SSD drive.
24,2016-12-26 13:57:28,11,Laptop,Dell,Vostro,653,14,TN,Windows 8,AMD A8-1600X,GTX 590,8GB,512GB,false,false,true,false,true,true,Work,0,The Dell Vostro is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 590 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A8-1600X processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 512GB SSD drive.
27,2017-07-09 18:21:42,13,Laptop,Asus,VivoBook,722,15,TN,Windows 7,AMD A4-900,GTX 1050 TI,8GB,1024GB,true,false,true,true,false,true,Gaming,4,The Asus VivoBook is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 1050 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A4-900 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
29,2017-08-01 11:50:05,14,Laptop,Asus,VivoBook Pro,400,17,IPS,Windows 7,AMD A3-300,R9 270X,8GB,256GB,false,false,false,true,false,false,Gaming,4,The Asus VivoBook Pro is a replacement for your desktop with which you perform heavy graphic tasks with. With the R9 270X video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A3-300 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 256GB SSD drive.
31,2017-01-05 19:48:29,15,Laptop,Asus,ROG,705,17,IPS,Windows 8,AMD A4-900,GTX 770,16GB,512GB,true,false,true,false,true,true,Work,4,The Asus ROG is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 770 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A4-900 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 512GB SSD drive.
33,2017-09-04 18:11:04,16,Laptop,Asus,ZenBook,549,14,IPS,Windows 8,AMD A3-300,GTX 1050 TI,8GB,1024GB,true,true,false,false,true,true,Gaming,3,The Asus ZenBook is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 1050 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The AMD A3-300 processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
30,2017-09-19 18:12:38,14,Laptop,Asus,VivoBook Pro,960,17,IPS,Windows 7,Intel i3-2200K,RX 470,8GB,2048GB,true,true,true,false,true,false,Gaming,0,The Asus VivoBook Pro is a replacement for your desktop with which you perform heavy graphic tasks with. With the RX 470 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i3-2200K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 2048GB SSD drive.
34,2017-05-11 02:15:24,16,Laptop,Asus,ZenBook,920,14,IPS,Windows 7,Intel i5-8600K,RX 470,8GB,1024GB,false,false,true,false,false,false,School,5,The Asus ZenBook is a replacement for your desktop with which you perform heavy graphic tasks with. With the RX 470 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i5-8600K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
28,2017-01-31 17:07:05,13,Laptop,Asus,VivoBook,542,15,TN,Windows 7,Intel i7-8700K,RX 470,8GB,512GB,true,false,false,false,false,false,Gaming,3,The Asus VivoBook is a replacement for your desktop with which you perform heavy graphic tasks with. With the RX 470 video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 8GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i7-8700K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 512GB SSD drive.
32,2017-12-17 08:00:27,15,Laptop,Asus,ROG,505,17,IPS,Windows 8,Intel i7-8700K,GTX 1050 TI,16GB,1024GB,false,false,false,true,true,false,Gaming,2,The Asus ROG is a replacement for your desktop with which you perform heavy graphic tasks with. With the GTX 1050 TI video card you can play games like Overwatch on high settings and quickly watch a YouTube video while your game is minimized. Thanks to the 16GB RAM you can run several heavy programs at the same time without slowing down your laptop. The Intel i7-8700K processor ensures that your video images with programs such as Adobe Premiere Pro mount smoothly. You start-up this laptop in about 15 seconds with the 1024GB SSD drive.
